ID,Costo,Descuento,Peso,Tiempo_Exacto
5902,271,9,5328,0
5903,162,1,4573,1
5904,221,4,4034,1
5905,202,3,4559,1
5906,143,1,5836,0
5907,254,6,4703,0
5908,96,1,4984,1
5909,199,10,4847,1
5910,198,5,5182,0
5911,257,2,5198,1
5912,149,9,4310,0
5913,193,10,5280,0
5914,284,10,5619,0
5915,205,5,5264,0
5916,185,5,4520,1
5917,268,10,4955,0
5918,252,2,4339,0
5919,196,5,5656,0
5920,149,6,4654,0
5921,154,3,4669,0
5922,267,4,4053,0
5923,208,5,5661,0
5924,275,9,4287,1
5925,272,1,5939,1
5926,280,9,4074,1
5927,202,5,4930,0
5928,184,8,4581,0
5929,244,7,5515,0
5930,138,10,5401,0
5931,109,4,5407,0
5932,189,3,5292,0
5933,170,9,4069,0
5934,183,10,4598,0
5935,263,3,4429,0
5936,271,9,5853,1
5937,202,3,4496,1
5938,265,8,5070,0
5939,220,6,4472,0
5940,274,7,4873,1
5941,212,10,4552,0
5942,244,1,5559,1
5943,252,4,5017,0
5944,158,8,4743,0
5945,286,5,5490,0
5946,164,10,4639,1
5947,170,6,4998,0
5948,269,8,4930,0
5949,238,2,4002,0
5950,198,1,5315,0
5951,184,7,5235,1
5952,265,10,4347,1
5953,204,10,4534,0
5954,233,5,5759,1
5955,134,8,5694,0
5956,153,9,5474,0
5957,241,3,4253,1
5958,187,7,5022,1
5959,148,8,5622,0
5960,133,10,5439,1
5961,250,10,1623,1
5962,249,2,1326,1
5963,259,8,1678,0
5964,266,5,1639,1
5965,244,6,1185,0
5966,239,2,1879,0
5967,270,1,1187,1
5968,270,7,1079,0
5969,257,1,1513,0
5970,243,3,1634,1
5971,271,6,5078,0
5972,202,6,4249,0
5973,265,3,5986,1
5974,220,1,5159,1
5975,274,1,4762,0
5976,212,4,4969,0
5977,244,3,4103,0
5978,252,4,5782,0
5979,158,4,5736,1
5980,286,3,4497,1
5981,164,8,5170,0
5982,170,10,4891,0
5983,269,2,4158,0
5984,238,7,5808,1
5985,198,9,4249,1
5986,184,4,4686,0
5987,265,8,5447,1
5988,204,5,5375,0
5989,233,8,5519,1
5990,134,9,4214,1
5991,153,6,4056,0
5992,241,5,5697,1
5993,187,8,4893,0
5994,148,8,5267,1
5995,133,8,5002,1
5996,250,4,1018,0
5997,249,3,1710,1
5998,259,2,1730,0
5999,266,9,1220,0
6000,244,5,1108,1
6001,239,4,1451,0
6002,270,3,1786,1
6003,282,6,1580,0
6004,295,2,1981,0
6005,255,5,1253,1
6006,292,3,1826,1
6007,244,1,1317,1
6008,306,1,1210,0
6009,258,3,1506,0
6010,265,8,1391,1
6011,227,7,1620,1
6012,276,8,1560,1
6013,244,7,1795,0
6014,217,6,1552,0
6015,211,8,1172,0
6016,227,7,1354,1
6017,249,1,1014,1
6018,269,3,1006,0
6019,278,6,1140,0
6020,282,3,1385,0
6021,300,7,1607,0
6022,259,9,1624,0
6023,295,6,1611,0
6024,238,2,1657,0
6025,270,7,1303,1
6026,267,6,1119,1
6027,270,9,1280,1
6028,245,8,1923,0
6029,262,10,1068,1
6030,245,8,1122,1
6031,268,7,1943,0
6032,262,1,1488,1
6033,283,10,1483,0
6034,260,8,1001,0
6035,258,4,1677,1
6036,130,1,1877,0
6037,262,9,1053,0
6038,293,4,1764,1
6039,255,10,1238,1
6040,242,5,1555,0
6041,264,6,1622,1
6042,253,7,1485,0
6043,271,4,1667,0
6044,250,3,1777,1
6045,266,5,1590,0
6046,286,4,1594,0
6047,275,9,1373,0
6048,295,4,1392,0
6049,269,8,1341,0
6050,239,1,1780,1
6051,271,8,1867,0
6052,165,6,1529,1
6053,302,5,1614,0
6054,293,10,1919,1
6055,202,3,5524,1
6056,185,7,4246,0
6057,210,8,5942,0
6058,186,8,5924,0
6059,163,7,5913,0
6060,168,5,5964,0
6061,199,8,4391,1
6062,271,7,4958,0
6063,164,4,4796,0
6064,231,3,4696,0
6065,196,10,4141,1
6066,218,2,4949,0
6067,267,5,4440,1
6068,163,5,4440,0
6069,224,5,4887,0
6070,156,10,5107,1
6071,175,2,4883,1
6072,257,5,5365,0
6073,259,3,4509,0
6074,112,7,5716,1
6075,145,2,5735,0
6076,230,3,4957,0
6077,188,6,5016,0
6078,132,3,4512,0
6079,239,2,5502,0
6080,167,8,4605,0
6081,133,7,4004,1
6082,270,9,5080,1
6083,229,7,5364,1
6084,261,6,4852,0
6085,192,9,4774,0
6086,217,6,4848,1
6087,246,6,4908,0
6088,208,8,5321,0
6089,148,5,5790,0
6090,132,8,4902,1
6091,249,6,5051,1
6092,225,9,5468,1
6093,279,3,4607,0
6094,183,8,4921,0
6095,215,6,5238,0
6096,195,10,4225,0
6097,156,5,4467,1
6098,160,8,4106,0
6099,153,10,5297,0
6100,215,5,4670,1
6101,163,7,4556,0
6102,195,8,5198,0
6103,170,3,4587,1
6104,133,5,5937,0
6105,171,5,5981,1
6106,186,7,4764,0
6107,246,5,5960,0
6108,170,7,5427,1
6109,189,9,5245,0
6110,216,8,5767,1
6111,264,10,5137,1
6112,268,3,5320,1
6113,225,10,4577,1
6114,252,4,5233,1
6115,204,8,4586,1
6116,193,1,4450,0
6117,220,9,5324,0
6118,271,7,5192,1
6119,227,6,4104,1
6120,206,7,5941,1
6121,142,3,4644,0
6122,236,2,5210,0
6123,275,10,5395,1
6124,144,2,4629,1
6125,194,3,5168,1
6126,260,9,4591,1
6127,240,8,4410,0
6128,136,2,5739,0
6129,132,1,4687,0
6130,266,7,5121,0
6131,263,5,4782,0
6132,270,9,5807,1
6133,208,10,4258,0
6134,206,1,5520,0
6135,159,3,5230,1
6136,162,4,5913,1
6137,177,4,4417,0
6138,168,4,4096,1
6139,267,4,4914,1
6140,222,7,5844,0
6141,234,10,4781,0
6142,133,9,5724,0
6143,207,10,4533,0
6144,243,9,4811,0
6145,161,1,4470,1
6146,193,6,5302,0
6147,234,9,5769,0
6148,185,7,4138,1
6149,242,5,4806,0
6150,252,6,4147,1
6151,179,3,5495,1
6152,158,5,5602,0
6153,226,8,4002,0
6154,269,2,5962,0
6155,148,7,5685,0
6156,159,3,5704,0
6157,273,4,5361,0
6158,233,5,5306,0
6159,182,2,4473,0
6160,153,5,4023,1
6161,210,5,5683,0
6162,241,6,4558,0
6163,220,8,5032,1
6164,211,7,4856,0
6165,151,1,4088,0
6166,267,9,4775,1
6167,250,4,4808,1
6168,181,5,5398,1
6169,197,4,4339,1
6170,172,5,4647,0
6171,219,3,5223,1
6172,189,7,5717,0
6173,225,8,4539,0
6174,269,8,5833,1
6175,157,7,4199,1
6176,189,5,5422,0
6177,226,6,4946,1
6178,220,6,4382,1
6179,275,4,4875,0
6180,171,5,4310,1
6181,235,4,5289,1
6182,201,7,4887,1
6183,269,5,5673,1
6184,182,4,5579,0
6185,266,9,4500,0
6186,157,4,5991,0
6187,258,1,5476,0
6188,280,9,5288,1
6189,154,7,4106,1
6190,274,3,4257,0
6191,180,1,4332,0
6192,146,7,4126,0
6193,236,1,5851,0
6194,133,10,5296,0
6195,173,9,4307,0
6196,210,9,5556,0
6197,238,1,4991,1
6198,268,3,5275,0
6199,175,8,5471,1
6200,280,8,4539,1
6201,153,1,4027,0
6202,251,6,4376,0
6203,252,8,4262,1
6204,201,4,5472,1
6205,216,8,5878,1
6206,126,3,4073,1
6207,177,3,4199,1
6208,145,1,5783,1
6209,258,10,5371,1
6210,273,6,4251,1
6211,245,5,4523,0
6212,241,7,4413,0
6213,208,6,5345,1
6214,282,1,1193,1
6215,295,1,1159,0
6216,255,9,1113,0
6217,292,8,1434,0
6218,244,1,1130,1
6219,306,8,1691,1
6220,258,5,1966,1
6221,265,2,1629,1
6222,227,6,1667,0
6223,276,9,1519,1
6224,244,2,1980,0
6225,217,3,1732,1
6226,211,3,1368,0
6227,227,8,1982,1
6228,249,5,1027,1
6229,269,6,1073,0
6230,278,4,1716,0
6231,282,4,1013,0
6232,300,2,1790,1
6233,146,4,5384,0
6234,236,5,5466,0
6235,133,7,5973,1
6236,173,8,5284,1
6237,210,9,4163,0
6238,238,4,4206,0
6239,268,5,5647,0
6240,175,10,4771,1
6241,280,10,5156,0
6242,153,1,4492,0
6243,251,8,5232,0
6244,252,2,5769,0
6245,201,9,5146,0
6246,216,1,4092,1
6247,126,10,4128,0
6248,177,6,5037,1
6249,145,2,4836,0
6250,258,8,4200,0
6251,273,8,4896,0
6252,245,2,5835,1
6253,241,6,4741,0
6254,208,4,4530,1
6255,282,1,1434,0
6256,295,5,1963,1
6257,255,7,1869,1
6258,292,2,1565,0
6259,244,5,1867,0
6260,306,10,1372,1
6261,258,5,1558,0
6262,265,9,1753,1
6263,227,3,1242,1
6264,276,9,1022,1
6265,244,1,1179,1
6266,217,9,1974,0
6267,211,6,1760,1
6268,227,2,1804,1
6269,249,2,1727,1
6270,302,7,1503,1
6271,293,7,1117,1
6272,232,4,1716,1
6273,279,7,1447,0
6274,251,8,1038,0
6275,300,1,1188,0
6276,133,3,1544,1
6277,283,2,1136,1
6278,296,8,1686,1
6279,261,8,1397,1
6280,286,3,1747,1
6281,298,1,1657,0
6282,287,9,1936,1
6283,251,9,1322,1
6284,231,10,1418,0
6285,249,6,1298,0
6286,244,3,1174,0
6287,264,6,1688,0
6288,254,6,1002,0
6289,264,6,1637,0
6290,309,6,1463,1
6291,298,8,1631,0
6292,265,8,1867,0
6293,246,4,1504,1
6294,222,1,1672,0
6295,250,2,1296,0
6296,240,5,1301,0
6297,246,10,1176,0
6298,293,7,1052,0
6299,253,1,1977,0
6300,258,7,1819,0
6301,258,2,1051,1
6302,245,3,1851,0
6303,307,2,1073,0
6304,301,3,1958,0
6305,252,2,1249,0
6306,272,2,1681,1
6307,221,2,1630,1
6308,247,10,1699,1
6309,260,3,1930,1
6310,251,4,1077,0
6311,227,9,1917,0
6312,269,9,1826,0
6313,161,10,1683,0
6314,256,9,1622,1
6315,303,9,1203,0
6316,257,7,1565,1
6317,310,8,1497,0
6318,238,2,1150,1
6319,191,2,4471,0
6320,252,7,4852,0
6321,228,8,4731,1
6322,208,4,4767,1
6323,176,1,5168,0
6324,233,7,4874,0
6325,104,2,5235,0
6326,237,1,5980,0
6327,252,7,5281,0
6328,135,9,5173,0
6329,137,8,5111,1
6330,228,1,5129,1
6331,236,1,5783,1
6332,239,8,4537,0
6333,199,1,4697,1
6334,269,2,4177,0
6335,226,5,5875,0
6336,264,5,5043,0
6337,264,10,4025,1
6338,186,2,4437,1
6339,154,2,4219,0
6340,239,2,5757,1
6341,139,7,4449,1
6342,138,8,5885,1
6343,286,4,5106,0
6344,275,2,4622,1
6345,195,2,4008,1
6346,267,8,5337,1
6347,223,7,5935,0
6348,198,6,5520,0
6349,250,7,4724,0
6350,237,8,5761,0
6351,193,4,5873,0
6352,216,9,5804,0
6353,253,2,4567,0
6354,132,2,4785,0
6355,140,3,4018,0
6356,114,9,4452,1
6357,238,8,5620,0
6358,210,9,5932,0
6359,272,4,4363,1
6360,184,9,5594,0
6361,168,3,4665,1
6362,231,7,4718,0
6363,143,5,4057,0
6364,182,9,5735,0
6365,221,3,4076,0
6366,225,8,5714,1
6367,227,9,4892,1
6368,266,5,5154,0
6369,247,9,4588,1
6370,154,1,5322,1
6371,179,3,4131,0
6372,249,9,4034,1
6373,156,5,4661,1
6374,206,6,4620,1
6375,245,5,4173,0
6376,197,3,4379,1
6377,188,5,5216,1
6378,237,2,4263,1
6379,174,2,5892,0
6380,266,4,4969,1
6381,151,7,4611,0
6382,271,9,4967,1
6383,214,10,4447,0
6384,261,1,5442,0
6385,166,6,5905,1
6386,269,8,5294,1
6387,167,5,5995,1
6388,200,5,5249,0
6389,159,1,4194,1
6390,197,1,4977,0
6391,219,4,4069,1
6392,239,10,4486,0
6393,146,8,5375,0
6394,173,4,4242,1
6395,220,6,4894,1
6396,185,5,4317,1
6397,170,5,4996,1
6398,250,4,5272,1
6399,145,7,4079,1
6400,211,1,5831,1
6401,249,1,4274,0
6402,237,8,5516,0
6403,144,8,5478,0
6404,171,6,4343,1
6405,203,4,4965,0
6406,137,1,4042,0
6407,212,3,5427,1
6408,209,2,4036,1
6409,223,7,5336,1
6410,164,7,4150,0
6411,220,6,5269,1
6412,216,3,5651,0
6413,215,7,5988,1
6414,146,4,5659,0
6415,168,10,5225,1
6416,218,8,5101,1
6417,143,2,4919,0
6418,233,7,5331,0
6419,195,2,4418,0
6420,206,5,4635,0
6421,181,1,5310,0
6422,150,1,5922,1
6423,258,3,4212,1
6424,149,1,4678,0
6425,163,4,4200,0
6426,259,8,4481,0
6427,187,7,4792,0
6428,172,1,5024,1
6429,139,2,5839,0
6430,203,2,4162,1
6431,150,1,4662,0
6432,201,10,5077,1
6433,194,7,5553,0
6434,159,4,4756,1
6435,238,9,4937,0
6436,189,8,4567,0
6437,173,1,4135,1
6438,171,2,5082,0
6439,154,3,5440,1
6440,173,4,4634,0
6441,186,8,4134,0
6442,224,9,5546,1
6443,186,9,5131,1
6444,196,5,5514,0
6445,149,4,4819,1
6446,224,8,5961,1
6447,154,10,5594,1
6448,170,3,4049,0
6449,150,6,5987,0
6450,240,7,4744,1
6451,139,4,5958,1
6452,251,2,5972,0
6453,237,4,4747,1
6454,227,4,4450,0
6455,131,1,5299,1
6456,161,8,5804,1
6457,195,9,4224,0
6458,266,1,5356,0
6459,198,9,4250,1
6460,200,10,4291,1
6461,196,2,5844,0
6462,285,4,5759,0
6463,265,2,5649,0
6464,131,8,5084,0
6465,216,2,5404,1
6466,253,1,5621,0
6467,230,4,5278,1
6468,173,1,4684,0
6469,206,4,4080,0
6470,189,7,4869,0
6471,270,1,4078,1
6472,266,3,5531,1
6473,270,7,5477,1
6474,216,8,4616,0
6475,147,6,4575,0
6476,270,10,4725,1
6477,261,3,5171,0
6478,261,3,4007,1
6479,177,3,4392,1
6480,142,7,4624,0
6481,222,10,4663,0
6482,186,9,5418,0
6483,177,8,5006,1
6484,251,3,4433,0
6485,240,9,5525,1
6486,260,10,5425,0
6487,206,3,4991,0
6488,242,3,4811,1
6489,194,1,5566,0
6490,232,10,1014,1
6491,279,10,1990,1
6492,251,10,1568,1
6493,300,10,1787,0
6494,133,4,1783,1
6495,283,8,1404,0
6496,296,8,1717,1
6497,261,8,1891,0
6498,286,3,1959,0
6499,298,1,1735,1
6500,287,1,1581,0
6501,251,3,1660,0
6502,231,4,1913,1
6503,249,10,1561,0
6504,244,10,1699,0
6505,264,9,1829,1
6506,254,10,1020,0
6507,264,6,1758,0
6508,309,9,1771,1
6509,298,4,1853,0
6510,265,1,1568,0
6511,246,7,1071,0
6512,222,5,1329,0
6513,250,1,1690,1
6514,240,7,1711,1
6515,246,6,1335,1
6516,293,4,1281,0
6517,189,3,5254,1
6518,270,7,4459,1
6519,266,10,5221,0
6520,270,9,5873,1
6521,216,4,5329,1
6522,147,7,5822,0
6523,270,9,4195,0
6524,261,10,4145,0
6525,261,9,5248,1
6526,177,6,5451,1
6527,142,9,4280,1
6528,222,10,4597,0
6529,186,1,4357,0
6530,177,10,5374,1
6531,251,1,4252,0
6532,240,3,4385,0
6533,260,8,4162,1
6534,206,7,5479,1
6535,242,4,5341,0
6536,194,3,5779,1
6537,232,1,1187,1
6538,279,1,1246,1
6539,251,1,1230,1
6540,300,3,1696,0
6541,133,7,1239,1
6542,283,10,1512,0
6543,296,2,1823,1
6544,261,8,1524,0
6545,286,5,1750,1
6546,298,3,1520,0
6547,287,8,1850,1
6548,251,6,1864,0
6549,231,10,1247,0
6550,249,1,1654,1
6551,244,5,1787,0
6552,264,3,1296,0
6553,254,7,1545,0
6554,264,7,1007,0
6555,309,6,1335,0
6556,298,4,1551,0
6557,265,6,1929,0
6558,246,7,1297,1
6559,222,4,1311,0
6560,250,9,1890,1
6561,269,2,1243,0
6562,161,9,1377,0
6563,256,5,1533,1
6564,303,4,1009,0
6565,257,3,1953,0
6566,259,3,1724,1
6567,249,1,1398,1
6568,289,3,1116,0
6569,308,6,1118,0
6570,297,2,1520,1
6571,255,1,1353,1
6572,266,9,1253,1
6573,302,3,1597,1
6574,223,4,1344,0
6575,261,6,1703,1
6576,273,7,1922,0
6577,260,2,1221,0
6578,266,9,1852,0
6579,164,8,1886,0
6580,240,9,1117,0
6581,305,10,1418,1
6582,248,7,1475,1
6583,279,1,1480,0
6584,244,7,1315,0
6585,267,4,1097,0
6586,275,6,1513,0
6587,299,9,1036,1
6588,254,3,1488,1
6589,273,6,1524,0
6590,218,6,1278,1
6591,267,10,1837,1
6592,259,6,1066,1
6593,272,3,1805,0
6594,281,8,1220,0
6595,267,1,1935,0
6596,260,10,1927,0
6597,261,9,1918,1
6598,219,2,1752,0
6599,264,3,1639,0
6600,310,5,1563,0
6601,297,6,1631,0
6602,274,5,1512,0
6603,246,6,1053,0
6604,221,3,1960,1
6605,295,10,1495,0
6606,259,6,1697,0
6607,138,7,1597,1
6608,250,9,1205,0
6609,236,4,1705,0
6610,267,10,1505,0
6611,283,1,1384,1
6612,244,8,1817,1
6613,260,9,1809,1
6614,276,5,1358,1
6615,307,4,1653,0
6616,266,8,1709,0
6617,237,6,1084,0
6618,251,4,1869,0
6619,247,4,1349,1
6620,279,3,4620,0
6621,230,10,5163,0
6622,234,4,5100,1
6623,152,8,5351,0
6624,160,9,4733,1
6625,263,3,5303,0
6626,164,4,5910,0
6627,209,1,5098,1
6628,245,9,4694,0
6629,172,5,5919,0
6630,180,7,4907,1
6631,145,8,4522,0
6632,248,6,4932,0
6633,242,4,4805,0
6634,237,8,5045,1
6635,203,4,4793,0
6636,186,6,4403,0
6637,155,1,5986,0
6638,153,5,5604,1
6639,199,10,4659,0
6640,219,8,4605,0
6641,156,8,5488,0
6642,135,1,4324,1
6643,244,2,5389,0
6644,183,10,5023,0
6645,258,3,4555,0
6646,168,3,5853,0
6647,161,10,4108,1
6648,246,2,4497,1
6649,232,3,5828,0
6650,155,5,5577,0
6651,162,6,5868,0
6652,123,6,4166,0
6653,235,10,4575,0
6654,179,3,5417,0
6655,202,3,5746,1
6656,272,1,5378,0
6657,185,1,5338,0
6658,188,2,4336,0
6659,250,3,5449,1
6660,224,7,4553,0
6661,261,10,5943,0
6662,200,8,4337,0
6663,200,3,5837,0
6664,143,4,4512,0
6665,199,7,5089,0
6666,157,2,5791,1
6667,225,5,4304,1
6668,152,3,4193,1
6669,236,6,5101,1
6670,266,1,5459,0
6671,243,4,4410,1
6672,224,5,5659,1
6673,153,10,5897,0
6674,232,7,5737,1
6675,253,5,4754,1
6676,150,5,5328,0
6677,198,5,5724,1
6678,231,9,4305,1
6679,135,9,5614,1
6680,153,5,4711,1
6681,201,3,4869,1
6682,273,6,5676,1
6683,245,4,4298,0
6684,157,9,4491,1
6685,150,8,4965,1
6686,243,3,4675,1
6687,105,4,5824,1
6688,221,6,5059,0
6689,236,10,4858,0
6690,263,5,4193,0
6691,213,10,5495,0
6692,259,3,5683,0
6693,190,7,4766,0
6694,213,9,5550,1
6695,261,5,4623,1
6696,254,5,4946,0
6697,151,1,4587,1
6698,187,9,5657,1
6699,139,1,4606,0
6700,173,10,4741,0
6701,136,10,5175,0
6702,272,1,5597,0
6703,116,6,4649,0
6704,181,10,4212,1
6705,230,4,4914,1
6706,127,3,5964,0
6707,182,2,5760,0
6708,186,7,4556,0
6709,271,3,4610,1
6710,171,1,5385,1
6711,238,2,5328,0
6712,184,8,4453,1
6713,214,8,4767,0
6714,279,5,4898,1
6715,168,1,4184,1
6716,221,8,4511,1
6717,260,7,5379,1
6718,204,2,5010,0
6719,142,6,4918,0
6720,178,3,5669,0
6721,203,6,4234,0
6722,180,9,4329,0
6723,193,3,4596,0
6724,99,4,4259,0
6725,250,1,4347,0
6726,152,3,4250,1
6727,265,10,5418,1
6728,226,2,4566,0
6729,234,3,4405,0
6730,225,4,4732,0
6731,161,9,4623,0
6732,246,10,5110,0
6733,162,10,4850,1
6734,135,2,5016,0
6735,201,10,4875,0
6736,235,1,5533,1
6737,214,10,5192,0
6738,245,8,5678,1
6739,192,10,5564,0
6740,179,3,4333,1
6741,210,9,5440,0
6742,209,2,4635,0
6743,200,7,4323,0
6744,165,5,4871,0
6745,168,7,4296,0
6746,203,10,5192,0
6747,202,8,5416,0
6748,266,2,5252,1
6749,248,2,5182,0
6750,173,5,5395,0
6751,156,8,5668,1
6752,109,2,5978,1
6753,250,6,4830,1
6754,195,3,5641,1
6755,160,10,4018,1
6756,189,5,5320,0
6757,239,9,5897,1
6758,204,5,5399,0
6759,156,5,4610,0
6760,192,7,5695,1
6761,233,7,5546,1
6762,253,3,5944,1
6763,277,10,4165,0
6764,211,9,5883,1
6765,172,10,5554,1
6766,211,4,4498,1
6767,248,2,4521,0
6768,176,4,5623,0
6769,100,6,5841,0
6770,195,1,4393,1
6771,137,4,5617,0
6772,195,2,5464,0
6773,185,9,5810,0
6774,250,9,4753,0
6775,150,2,4660,1
6776,166,9,4251,0
6777,257,5,4127,0
6778,249,5,4392,0
6779,268,7,4480,1
6780,273,3,5749,1
6781,246,9,4107,0
6782,142,1,4843,1
6783,168,6,5464,1
6784,249,9,5978,1
6785,220,6,5319,0
6786,189,7,4765,0
6787,237,5,5623,1
6788,247,2,5324,1
6789,250,1,4543,1
6790,207,1,4602,0
6791,201,3,4202,0
6792,142,6,5326,0
6793,207,7,4639,0
6794,214,10,4310,0
6795,134,8,4337,0
6796,178,6,4146,0
6797,186,4,4686,1
6798,250,10,4505,0
6799,172,10,5434,0
6800,265,10,4049,0
6801,158,10,4244,1
6802,180,10,5536,0
6803,173,3,5364,0
6804,153,10,5772,0
6805,182,7,5197,0
6806,192,9,5004,0
6807,285,9,4112,0
6808,151,6,4279,0
6809,242,7,4501,0
6810,237,4,5860,0
6811,259,7,1032,0
6812,249,2,1046,1
6813,289,5,1708,0
6814,308,4,1118,0
6815,297,2,1954,0
6816,255,4,1005,0
6817,266,9,1287,0
6818,302,6,1632,0
6819,223,6,1579,1
6820,261,9,1266,1
6821,273,10,1316,0
6822,260,9,1131,1
6823,266,1,1504,1
6824,164,4,1708,0
6825,240,3,1321,0
6826,305,9,1479,1
6827,248,3,1471,1
6828,279,8,1060,0
6829,244,10,1978,1
6830,267,9,1017,0
6831,275,7,1754,0
6832,168,10,4240,0
6833,249,2,4696,0
6834,220,7,4555,1
6835,189,5,4553,0
6836,237,9,5922,0
6837,247,1,5214,0
6838,250,9,5322,1
6839,207,9,4179,0
6840,201,7,5340,0
6841,142,2,4472,0
6842,207,6,5852,1
6843,214,7,4938,0
6844,134,5,4244,0
6845,178,8,4774,1
6846,186,2,5604,1
6847,250,5,4488,1
6848,172,10,5106,1
6849,265,6,4380,0
6850,158,6,4166,0
6851,180,4,5068,1
6852,173,1,5749,0
6853,153,4,5456,1
6854,182,3,5624,0
6855,192,7,4056,1
6856,285,7,5030,1
6857,151,8,4692,1
6858,242,1,5803,1
6859,237,1,4476,1
6860,259,10,1177,0
6861,249,9,1673,1
6862,289,4,1822,0
6863,308,4,1303,0
6864,297,1,1080,0
6865,255,1,1192,0
6866,266,9,1876,0
6867,302,4,1647,0
6868,223,1,1124,1
6869,261,5,1794,1
6870,273,4,1223,1
6871,260,10,1140,0
6872,266,10,1274,1
6873,164,7,1243,0
6874,240,2,1852,1
6875,305,9,1072,0
6876,248,4,1284,1
6877,279,5,1210,0
6878,244,5,1702,1
6879,237,2,1429,1
6880,251,1,1154,1
6881,247,4,1044,0
6882,262,4,1532,1
6883,223,10,1170,1
6884,275,3,1145,0
6885,139,8,1284,1
6886,245,3,1155,0
6887,278,3,1033,0
6888,243,2,1776,1
6889,309,1,1290,1
6890,279,1,1150,1
6891,247,3,1903,0
6892,235,6,1059,1
6893,268,10,1906,0
6894,309,9,1305,0
6895,308,2,1125,1
6896,237,2,1593,1
6897,291,9,1241,1
6898,264,6,1736,1
6899,212,3,1284,1
6900,196,10,1694,1
6901,260,6,1860,0
6902,266,6,1201,0
6903,254,6,1491,1
6904,249,8,1018,1
6905,279,7,1300,0
6906,306,5,1261,1
6907,249,3,1530,1
6908,297,9,1249,1
6909,273,6,1561,0
6910,299,9,1817,0
6911,240,10,1574,1
6912,260,2,1765,0
6913,251,7,1924,1
6914,256,2,1693,1
6915,226,5,1659,0
6916,262,10,1197,1
6917,261,6,1334,0
6918,181,6,1324,1
6919,254,6,1928,1
6920,288,8,1806,1
6921,245,10,1798,0
6922,252,9,1809,0
6923,293,8,1326,1
6924,253,9,1729,0
6925,245,10,1606,0
6926,247,3,1946,0
6927,274,7,1371,1
6928,283,8,1480,0
6929,286,8,1690,1
6930,257,10,1695,1
6931,258,2,1232,1
6932,201,6,5616,1
6933,231,1,5392,1
6934,161,5,5133,1
6935,250,8,5845,0
6936,169,6,4179,0
6937,191,1,4318,1
6938,271,4,4186,1
6939,271,3,5218,1
6940,224,1,5821,0
6941,276,10,5302,1
6942,264,3,5258,0
6943,185,10,4354,0
6944,253,5,4112,1
6945,155,1,4432,1
6946,219,5,5632,0
6947,204,7,4768,0
6948,196,3,5496,0
6949,205,4,4483,0
6950,187,9,4725,1
6951,221,6,5267,0
6952,143,1,5165,1
6953,135,4,5858,0
6954,207,7,5596,0
6955,245,7,4692,0
6956,257,2,4677,1
6957,186,1,5694,1
6958,246,2,4054,1
6959,255,2,4504,0
6960,206,1,4645,0
6961,178,9,4298,0
6962,274,5,4154,0
6963,269,7,5107,0
6964,282,9,4766,0
6965,108,5,4874,1
6966,268,7,4709,0
6967,215,3,5052,1
6968,169,1,5323,0
6969,165,4,4482,0
6970,192,2,5856,1
6971,206,9,5076,1
6972,151,8,4408,1
6973,150,5,4950,0
6974,250,10,4316,0
6975,168,2,5986,1
6976,137,3,4657,0
6977,148,1,5216,1
6978,215,7,4057,0
6979,269,2,4013,1
6980,139,1,4060,1
6981,205,10,4944,0
6982,212,9,4925,0
6983,136,10,5749,0
6984,231,4,4088,0
6985,215,7,5151,1
6986,179,3,5624,0
6987,223,3,5374,0
6988,210,6,5566,0
6989,133,8,5653,1
6990,187,8,4292,1
6991,256,2,5630,0
6992,138,10,4788,0
6993,198,7,4020,0
6994,256,6,4145,1
6995,254,3,5546,0
6996,267,9,5230,1
6997,286,5,5588,0
6998,215,3,4042,0
6999,222,5,4949,0
7000,267,1,4837,1
7001,235,4,5908,1
7002,181,2,4154,0
7003,173,5,5530,1
7004,208,1,4803,0
7005,221,6,4114,1
7006,141,9,5000,0
7007,238,4,4910,0
7008,126,6,4372,1
7009,196,3,4752,0
7010,169,7,4032,1
7011,249,10,5184,0
7012,198,5,4659,0
7013,197,2,4410,0
7014,251,3,5215,1
7015,145,8,5780,0
7016,249,4,5253,1
7017,103,2,5089,0
7018,264,1,4426,0
7019,206,8,4243,1
7020,139,2,5135,0
7021,270,7,5248,1
7022,227,8,4878,1
7023,179,10,4828,0
7024,273,6,5269,1
7025,153,7,4944,1
7026,112,9,5248,1
7027,114,10,5865,0
7028,214,1,4117,1
7029,196,4,5031,0
7030,159,5,4382,0
7031,258,1,5862,0
7032,125,10,4997,0
7033,232,7,5219,1
7034,196,10,5709,1
7035,257,3,5549,1
7036,219,6,5124,0
7037,223,7,5977,0
7038,166,10,4137,0
7039,264,5,4435,1
7040,182,5,5914,0
7041,260,2,4529,0
7042,268,8,5486,0
7043,272,4,4098,0
7044,135,3,4760,0
7045,164,3,4442,1
7046,153,9,5818,0
7047,175,8,4274,1
7048,231,9,5148,1
7049,222,3,5555,0
7050,261,1,5844,0
7051,223,10,4604,0
7052,222,2,4027,1
7053,240,9,5794,1
7054,137,6,5208,0
7055,181,6,5964,0
7056,261,3,5722,1
7057,226,4,4804,0
7058,246,3,5705,0
7059,226,1,5460,0
7060,238,3,4723,0
7061,173,3,4453,1
7062,257,10,4415,0
7063,160,9,5112,1
7064,179,9,4459,1
7065,101,3,4807,0
